hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3,T_source_in_C,T_geo_in_C,Q_geo_kW,flow_src_kgps,flow_load_kgps,T_outdoor_C
2173,R134a,1,286.682818,331.150000,465.770347,1603.607823,411057.316526,437350.212321,448618.596234,230053.971082,18.5328,10.0177,356.1614,10.0000,23.0000,-3.0000
2174,R134a,1,286.656434,331.150000,465.371285,1603.607823,411042.184864,437353.668254,448630.018279,232329.602673,18.5064,10.1095,351.2203,10.0000,23.0000,-2.3000
2175,R134a,1,286.631919,331.150000,465.000743,1603.607823,411028.124107,437356.881081,448640.634070,234645.852683,18.4819,10.2038,346.2284,10.0000,23.0000,-2.1000
2176,R134a,1,286.610023,331.150000,464.669967,1603.607823,411015.563751,437359.752279,448650.118790,236609.977568,18.4600,10.2834,341.9876,10.0000,23.0000,-2.3000
2177,R134a,1,286.591039,331.150000,464.383327,1603.607823,411004.672781,437362.242790,448658.344222,237955.563559,18.4410,10.3350,339.0369,10.0000,23.0000,-2.8000
2178,R134a,1,286.574829,331.150000,464.138670,1603.607823,410995.372115,437364.370314,448665.369541,238534.683947,18.4248,10.3515,337.6701,10.0000,23.0000,-3.5000
2179,R134a,1,286.560902,331.150000,463.928554,1603.607823,410987.381003,437366.198777,448671.406395,238270.249076,18.4109,10.3289,338.0338,10.0000,23.0000,-4.2000
2180,R134a,1,286.548533,331.150000,463.742011,1603.607823,410980.283692,437367.823116,448676.768583,237420.147880,18.3985,10.2791,339.5971,10.0000,23.0000,-4.8000
2181,R134a,1,286.536901,331.150000,463.566633,1603.607823,410973.608753,437369.351120,448681.812135,236278.354797,18.3869,10.2159,341.7562,10.0000,23.0000,-5.3000
2182,R134a,1,286.525279,331.150000,463.391445,1603.607823,410966.938826,437370.878300,448686.852359,234951.350243,18.3753,10.1437,344.2868,10.0000,23.0000,-5.6000
2183,R134a,1,286.513132,331.150000,463.208403,1603.607823,410959.967381,437372.474861,448692.120923,233386.686511,18.3631,10.0598,347.2876,10.0000,23.0000,-6.0000
2184,R134a,1,286.500083,331.150000,463.011839,1603.607823,410952.478172,437374.190390,448697.781341,231671.557875,18.3501,9.9686,350.5777,10.0000,23.0000,-6.3000
2185,R134a,1,286.485835,331.150000,462.797284,1603.607823,410944.300180,437376.064161,448703.963010,229679.513781,18.3358,9.8628,354.4069,10.0000,23.0000,-6.8000
2186,R134a,1,286.470144,331.150000,462.561080,1603.607823,410935.293099,437378.128458,448710.772183,227253.425394,18.3201,9.7351,359.0871,10.0000,23.0000,-7.5000
2187,R134a,1,286.452729,331.150000,462.299029,1603.607823,410925.295458,437380.420467,448718.331185,224253.836440,18.3027,9.5789,364.8929,10.0000,23.0000,-8.4000
2188,R134a,1,286.433213,331.150000,462.005507,1603.607823,410914.091084,437382.989990,448726.803806,220557.837155,18.2832,9.3884,372.0634,10.0000,23.0000,-9.5000
2189,R134a,1,286.411117,331.150000,461.673343,1603.607823,410901.403875,437385.900677,448736.399306,216362.704857,18.2611,9.1719,380.1920,10.0000,23.0000,-10.4000
2190,R134a,1,286.385893,331.150000,461.294386,1603.607823,410886.919302,437389.225147,448747.356223,211787.194279,18.2359,8.9359,389.0288,10.0000,23.0000,-11.1000
2191,R134a,1,286.357064,331.150000,460.861555,1603.607823,410870.362341,437393.027140,448759.883482,207290.031836,18.2071,8.7016,397.6432,10.0000,23.0000,-11.4000
2192,R134a,1,286.324349,331.150000,460.370746,1603.607823,410851.570529,437397.344749,448774.105130,204321.000503,18.1743,8.5377,403.1261,10.0000,23.0000,-10.8000
2193,R134a,1,286.287962,331.150000,459.825331,1603.607823,410830.666660,437402.150658,448789.929515,204321.000503,18.1380,8.5137,402.6069,10.0000,23.0000,-10.0000
2194,R134a,1,286.249059,331.150000,459.242746,1603.607823,410808.313418,437407.293325,448806.856142,204321.000503,18.0991,8.4881,402.0523,10.0000,23.0000,-9.2000
2195,R134a,1,286.209350,331.150000,458.648657,1603.607823,410785.492348,437412.547402,448824.142425,204321.000503,18.0594,8.4619,401.4869,10.0000,23.0000,-8.4000
2196,R134a,1,286.169852,331.150000,458.058316,1603.607823,410762.788729,437417.778234,448841.345165,204321.000503,18.0199,8.4358,400.9252,10.0000,23.0000,-7.4000
2197,R134a,1,286.131083,331.150000,457.479427,1603.607823,410740.499814,437422.917209,448858.238950,204902.756427,17.9811,8.4379,399.2169,10.0000,23.0000,-6.3000
2198,R134a,1,286.093387,331.150000,456.917098,1603.607823,410718.824071,437427.918322,448874.673001,206496.900520,17.9434,8.4887,395.5153,10.0000,23.0000,-5.0000
2199,R134a,1,286.057278,331.150000,456.378927,1603.607823,410698.056909,437432.713056,448890.422833,209245.410223,17.9073,8.5947,389.5525,10.0000,23.0000,-3.5000
2200,R134a,1,286.023522,331.150000,455.876273,1603.607823,410678.640290,437437.198860,448905.152532,212483.588724,17.8735,8.7257,382.6641,10.0000,23.0000,-2.8000
2201,R134a,1,285.992961,331.150000,455.421553,1603.607823,410661.058617,437441.263145,448918.493657,215375.573183,17.8430,8.8416,376.5186,10.0000,23.0000,-3.0000
2202,R134a,1,285.966114,331.150000,455.022381,1603.607823,410645.611599,437444.835862,448930.217689,217437.583644,17.8161,8.9210,372.0766,10.0000,23.0000,-3.7000
2203,R134a,1,285.942927,331.150000,454.677835,1603.607823,410632.268621,437447.923364,448940.346825,218474.794006,17.7929,8.9542,369.7169,10.0000,23.0000,-4.5000
2204,R134a,1,285.922830,331.150000,454.379379,1603.607823,410620.703161,437450.600626,448949.128112,218578.556180,17.7728,8.9454,369.2461,10.0000,23.0000,-5.4000
2205,R134a,1,285.904940,331.150000,454.113803,1603.607823,410610.406050,437452.985119,448956.947577,218032.542298,17.7549,8.9074,370.0884,10.0000,23.0000,-6.2000
2206,R134a,1,285.888287,331.150000,453.866715,1603.607823,410600.820888,437455.205454,448964.227411,216896.132810,17.7383,8.8423,372.1117,10.0000,23.0000,-6.9000
2207,R134a,1,285.872000,331.150000,453.625154,1603.607823,410591.445584,437457.377839,448971.348806,215294.686460,17.7220,8.7557,375.0552,10.0000,23.0000,-7.5000
2208,R134a,1,285.855328,331.150000,453.377973,1603.607823,410581.847493,437459.602526,448978.640397,213363.418567,17.7053,8.6532,378.6408,10.0000,23.0000,-8.0000
2209,R134a,1,285.837656,331.150000,453.116085,1603.607823,410571.673163,437461.961525,448986.370823,211148.377905,17.6877,8.5374,382.7682,10.0000,23.0000,-8.5000
2210,R134a,1,285.818515,331.150000,452.832563,1603.607823,410560.652356,437464.517658,448994.745645,208751.817259,17.6685,8.4116,387.2282,10.0000,23.0000,-8.9000
2211,R134a,1,285.797558,331.150000,452.522283,1603.607823,410548.584281,437467.317732,449003.917782,206204.595061,17.6476,8.2776,391.9538,10.0000,23.0000,-9.3000
2212,R134a,1,285.774554,331.150000,452.181901,1603.607823,410535.336808,437470.392707,449013.988091,204321.000503,17.6246,8.1741,395.3385,10.0000,23.0000,-9.7000
2213,R134a,1,285.749486,331.150000,451.811181,1603.607823,410520.898399,437473.745614,449024.965849,204321.000503,17.5995,8.1570,394.9864,10.0000,23.0000,-9.9000
2214,R134a,1,285.722905,331.150000,451.418351,1603.607823,410505.587143,437477.302920,449036.609682,204321.000503,17.5729,8.1393,394.6133,10.0000,23.0000,-10.1000
2215,R134a,1,285.695787,331.150000,451.017845,1603.607823,410489.964339,437480.934421,449048.493027,204321.000503,17.5458,8.1213,394.2330,10.0000,23.0000,-10.2000
2216,R134a,1,285.668711,331.150000,450.618235,1603.607823,410474.364005,437484.562526,449060.361892,204321.000503,17.5187,8.1033,393.8535,10.0000,23.0000,-9.9000
2217,R134a,1,285.641965,331.150000,450.223755,1603.607823,410458.951682,437488.148701,449072.090281,204321.000503,17.4920,8.0855,393.4790,10.0000,23.0000,-9.5000
2218,R134a,1,285.615685,331.150000,449.836418,1603.607823,410443.806585,437491.674438,449083.617804,204321.000503,17.4657,8.0680,393.1113,10.0000,23.0000,-9.0000
2219,R134a,1,285.589934,331.150000,449.457102,1603.607823,410428.963714,437495.131494,449094.917686,204321.000503,17.4399,8.0509,392.7512,10.0000,23.0000,-8.5000
2220,R134a,1,285.564730,331.150000,449.086093,1603.607823,410414.434961,437498.516996,449105.980726,204321.000503,17.4147,8.0341,392.3991,10.0000,23.0000,-7.9000
2221,R134a,1,285.540073,331.150000,448.723365,1603.607823,410400.220003,437501.830920,449116.807027,204321.000503,17.3901,8.0177,392.0548,10.0000,23.0000,-7.0000
2222,R134a,1,285.515972,331.150000,448.369025,1603.607823,410386.323751,437505.072018,449127.392704,204938.284536,17.3660,8.0304,390.5143,10.0000,23.0000,-5.8000
2223,R134a,1,285.492529,331.150000,448.024565,1603.607823,410372.805501,437508.226354,449137.692434,206657.530900,17.3425,8.0949,386.8367,10.0000,23.0000,-4.4000
2224,R134a,1,285.470159,331.150000,447.696056,1603.607823,410359.904498,437511.237952,449147.523718,209397.706244,17.3202,8.2076,381.1902,10.0000,23.0000,-3.1000
2225,R134a,1,285.449596,331.150000,447.394241,1603.607823,410348.044259,437514.007707,449156.563470,212461.695819,17.2996,8.3358,374.9453,10.0000,23.0000,-2.6000
2226,R134a,1,285.431606,331.150000,447.130326,1603.607823,410337.667470,437516.431902,449164.473801,215101.664159,17.2816,8.4465,369.5676,10.0000,23.0000,-2.9000
2227,R134a,1,285.416606,331.150000,446.910367,1603.607823,410329.014718,437518.453957,449171.070774,216815.351937,17.2666,8.5159,366.0363,10.0000,23.0000,-3.6000
2228,R134a,1,285.404485,331.150000,446.732684,1603.607823,410322.022246,437520.088438,449176.402521,217866.612527,17.2545,8.5565,363.8336,10.0000,23.0000,-4.1000
2229,R134a,1,285.394708,331.150000,446.589403,1603.607823,410316.381779,437521.407160,449180.703752,218861.381098,17.2447,8.5954,361.7727,10.0000,23.0000,-4.1000
2230,R134a,1,285.386683,331.150000,446.471823,1603.607823,410311.751861,437522.489800,449184.234631,220016.080991,17.2367,8.6436,359.4250,10.0000,23.0000,-3.8000
2231,R134a,1,285.380054,331.150000,446.374711,1603.607823,410307.927043,437523.384301,449187.151698,221263.551840,17.2301,8.6969,356.9162,10.0000,23.0000,-3.6000
2232,R134a,1,285.374683,331.150000,446.296041,1603.607823,410304.828080,437524.109131,449189.515295,222351.067524,17.2247,8.7437,354.7352,10.0000,23.0000,-3.7000
2233,R134a,1,285.370494,331.150000,446.234685,1603.607823,410302.410779,437524.674574,449191.359057,223171.469686,17.2205,8.7789,353.0886,10.0000,23.0000,-3.9000
2234,R134a,1,285.367339,331.150000,446.188491,1603.607823,410300.590637,437525.100362,449192.747387,223810.715617,17.2173,8.8064,351.8072,10.0000,23.0000,-4.0000
2235,R134a,1,285.365002,331.150000,446.154263,1603.607823,410299.241877,437525.415895,449193.776188,224299.747129,17.2150,8.8275,350.8281,10.0000,23.0000,-4.1000
2236,R134a,1,285.363254,331.150000,446.128671,1603.607823,410298.233329,437525.651847,449194.545497,224420.026659,17.2133,8.8319,350.5725,10.0000,23.0000,-4.5000
2237,R134a,1,285.361859,331.150000,446.108239,1603.607823,410297.428117,437525.840234,449195.159712,224160.331782,17.2119,8.8188,351.0591,10.0000,23.0000,-4.9000
2238,R134a,1,285.360498,331.150000,446.088317,1603.607823,410296.642986,437526.023927,449195.758616,223362.223910,17.2105,8.7808,352.5912,10.0000,23.0000,-5.4000
2239,R134a,1,285.358788,331.150000,446.063281,1603.607823,410295.656237,437526.254798,449196.511325,222154.551467,17.2088,8.7236,354.9137,10.0000,23.0000,-5.9000
2240,R134a,1,285.356289,331.150000,446.026696,1603.607823,410294.214206,437526.592206,449197.611349,220789.919455,17.2063,8.6585,357.5306,10.0000,23.0000,-6.3000
2241,R134a,1,285.352609,331.150000,445.972823,1603.607823,410292.090579,437527.089124,449199.231357,219357.576326,17.2026,8.5895,360.2631,10.0000,23.0000,-6.5000
2242,R134a,1,285.347495,331.150000,445.897974,1603.607823,410289.139710,437527.779668,449201.482508,217946.908032,17.1975,8.5205,362.9343,10.0000,23.0000,-6.6000
2243,R134a,1,285.340828,331.150000,445.800408,1603.607823,410285.292590,437528.680048,449204.417529,216645.751606,17.1908,8.4561,365.3717,10.0000,23.0000,-6.6000
2244,R134a,1,285.332602,331.150000,445.680045,1603.607823,410280.545526,437529.791205,449208.039353,215457.284922,17.1826,8.3953,367.5689,10.0000,23.0000,-6.6000
2245,R134a,1,285.322905,331.150000,445.538176,1603.607823,410274.948779,437531.101471,449212.309767,214369.950407,17.1729,8.3382,369.5494,10.0000,23.0000,-6.6000
2246,R134a,1,285.311865,331.150000,445.376721,1603.607823,410268.577398,437532.593377,449217.171654,213373.407297,17.1619,8.2845,371.3348,10.0000,23.0000,-6.6000
2247,R134a,1,285.299627,331.150000,445.197787,1603.607823,410261.513809,437534.247732,449222.562270,212382.597240,17.1496,8.2302,373.0917,10.0000,23.0000,-6.7000
2248,R134a,1,285.286317,331.150000,445.003255,1603.607823,410253.831563,437536.047413,449228.425635,211230.371338,17.1363,8.1678,375.1454,10.0000,23.0000,-7.0000
2249,R134a,1,285.272004,331.150000,444.794123,1603.607823,410245.569411,437537.983449,449234.732322,209902.053371,17.1220,8.0966,377.5246,10.0000,23.0000,-7.3000
2250,R134a,1,285.256657,331.150000,444.569967,1603.607823,410236.709819,437540.060059,449241.495877,208337.900162,17.1067,8.0138,380.3438,10.0000,23.0000,-7.7000
2251,R134a,1,285.240173,331.150000,444.329297,1603.607823,410227.193024,437542.291380,449248.762104,206432.090357,17.0902,7.9151,383.8052,10.0000,23.0000,-8.1000
2252,R134a,1,285.222385,331.150000,444.069698,1603.607823,410216.922559,437544.700185,449256.604882,204321.000503,17.0724,7.8056,387.6415,10.0000,23.0000,-8.6000
2253,R134a,1,285.203156,331.150000,443.789220,1603.607823,410205.819918,437547.305073,449265.084425,204321.000503,17.0532,7.7927,387.3757,10.0000,23.0000,-9.1000
2254,R134a,1,285.182642,331.150000,443.490130,1603.607823,410193.973616,437550.085479,449274.133420,204321.000503,17.0326,7.7789,387.0923,10.0000,23.0000,-9.7000
2255,R134a,1,285.161576,331.150000,443.183155,1603.607823,410181.807504,437552.942066,449283.428306,204321.000503,17.0116,7.7648,386.8014,10.0000,23.0000,-10.3000
2256,R134a,1,285.140480,331.150000,442.875891,1603.607823,410169.622336,437555.804265,449292.739377,204321.000503,16.9905,7.7507,386.5103,10.0000,23.0000,-11.0000
2257,R134a,1,285.119611,331.150000,442.572112,1603.607823,410157.567880,437558.636882,449301.952168,204321.000503,16.9696,7.7367,386.2225,10.0000,23.0000,-11.8000
2258,R134a,1,285.099093,331.150000,442.273599,1603.607823,410145.715136,437561.423188,449311.012353,204321.000503,16.9491,7.7229,385.9397,10.0000,23.0000,-12.6000
2259,R134a,1,285.078981,331.150000,441.981123,1603.607823,410134.095123,437564.155833,449319.896137,204321.000503,16.9290,7.7095,385.6627,10.0000,23.0000,-13.5000
2260,R134a,1,285.059291,331.150000,441.694934,1603.607823,410122.718220,437566.832313,449328.595495,204321.000503,16.9093,7.6963,385.3916,10.0000,23.0000,-14.4000
2261,R134a,1,285.040022,331.150000,441.415014,1603.607823,410111.584041,437569.452656,449337.110634,204321.000503,16.8900,7.6833,385.1265,10.0000,23.0000,-15.1000
2262,R134a,1,285.021165,331.150000,441.141200,1603.607823,410100.686632,437572.018202,449345.446017,204321.000503,16.8712,7.6707,384.8672,10.0000,23.0000,-15.6000
2263,R134a,1,285.002705,331.150000,440.873264,1603.607823,410090.017285,437574.530943,449353.608225,204321.000503,16.8527,7.6583,384.6135,10.0000,23.0000,-15.8000
2264,R134a,1,284.984623,331.150000,440.610949,1603.607823,410079.566083,437576.993161,449361.604765,204321.000503,16.8346,7.6461,384.3652,10.0000,23.0000,-15.5000
2265,R134a,1,284.966902,331.150000,440.353988,1603.607823,410069.322758,437579.407223,449369.443423,204321.000503,16.8169,7.6342,384.1219,10.0000,23.0000,-14.9000
2266,R134a,1,284.949525,331.150000,440.102117,1603.607823,410059.277159,437581.775475,449377.131896,204321.000503,16.7995,7.6226,383.8834,10.0000,23.0000,-14.1000
2267,R134a,1,284.932474,331.150000,439.855085,1603.607823,410049.419509,437584.100176,449384.677604,204321.000503,16.7825,7.6111,383.6496,10.0000,23.0000,-13.0000
2268,R134a,1,284.915734,331.150000,439.612652,1603.607823,410039.740529,437586.383474,449392.087593,204321.000503,16.7657,7.5999,383.4201,10.0000,23.0000,-11.4000
2269,R134a,1,284.899288,331.150000,439.374592,1603.607823,410030.231489,437588.627389,449399.368489,204321.000503,16.7493,7.5888,383.1948,10.0000,23.0000,-9.2000
2270,R134a,1,284.883124,331.150000,439.140695,1603.607823,410020.884218,437590.833813,449406.526497,204321.000503,16.7331,7.5779,382.9734,10.0000,23.0000,-6.3000
2271,R134a,1,284.867279,331.150000,438.911512,1603.607823,410011.720954,437592.997460,449413.544534,205938.456379,16.7173,7.6406,379.6660,10.0000,23.0000,-4.0000
2272,R134a,1,284.851954,331.150000,438.689940,1603.607823,410002.857943,437595.090830,449420.333496,207496.616143,16.7020,7.7015,376.4820,10.0000,23.0000,-4.3000
2273,R134a,1,284.837750,331.150000,438.484652,1603.607823,409994.642721,437597.031743,449426.627038,208344.104801,16.6878,7.7305,374.6728,10.0000,23.0000,-5.0000
2274,R134a,1,284.824911,331.150000,438.299140,1603.607823,409987.215903,437598.786840,449432.317242,208180.878040,16.6749,7.7144,374.8119,10.0000,23.0000,-6.1000
2275,R134a,1,284.813122,331.150000,438.128865,1603.607823,409980.396599,437600.398748,449437.542526,206924.556916,16.6631,7.6491,377.0499,10.0000,23.0000,-7.2000
2276,R134a,1,284.801671,331.150000,437.963525,1603.607823,409973.772625,437601.964831,449442.618633,204765.723770,16.6517,7.5429,381.0116,10.0000,23.0000,-8.3000
2277,R134a,1,284.789724,331.150000,437.791060,1603.607823,409966.860849,437603.599321,449447.915810,204321.000503,16.6397,7.5151,381.6964,10.0000,23.0000,-9.2000
2278,R134a,1,284.776725,331.150000,437.603480,1603.607823,409959.340526,437605.378143,449453.679979,204321.000503,16.6267,7.5063,381.5189,10.0000,23.0000,-9.9000
2279,R134a,1,284.763009,331.150000,437.405610,1603.607823,409951.404539,437607.255762,449459.763429,204321.000503,16.6130,7.4971,381.3317,10.0000,23.0000,-10.5000
2280,R134a,1,284.749010,331.150000,437.203737,1603.607823,409943.304680,437609.172658,449465.973220,204321.000503,16.5990,7.4876,381.1408,10.0000,23.0000,-11.1000
2281,R134a,1,284.734958,331.150000,437.001168,1603.607823,409935.173496,437611.097482,449472.207762,204321.000503,16.5850,7.4782,380.9492,10.0000,23.0000,-11.8000
2282,R134a,1,284.720967,331.150000,436.799547,1603.607823,409927.077007,437613.014605,449478.416433,204321.000503,16.5710,7.4687,380.7585,10.0000,23.0000,-12.5000
2283,R134a,1,284.707094,331.150000,436.599691,1603.607823,409919.048070,437614.916238,449484.574024,204321.000503,16.5571,7.4594,380.5695,10.0000,23.0000,-13.4000
2284,R134a,1,284.693366,331.150000,436.401995,1603.607823,409911.102679,437616.798579,449490.668251,204321.000503,16.5434,7.4501,380.3825,10.0000,23.0000,-14.3000
2285,R134a,1,284.679795,331.150000,436.206627,1603.607823,409903.247672,437618.659992,449496.693843,204321.000503,16.5298,7.4404,380.1978,10.0000,23.0000,-15.2000
2286,R134a,1,284.666383,331.150000,436.013617,1603.607823,409895.484357,437620.500151,449502.649776,204321.000503,16.5164,7.4314,380.0153,10.0000,23.0000,-15.8000
2287,R134a,1,284.653128,331.150000,435.822932,1603.607823,409887.811534,437622.319323,449508.536946,204321.000503,16.5031,7.4225,379.8350,10.0000,23.0000,-16.0000
