step,date,time,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,T_outdoor_C,T_load_supply_C,T_load_return_C,T_hp_load_out_C,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_src_kgps,flow_load_kgps,dP_kPa,P_pump_kW
1685,2025-12-10,06:00,20.5402,12.4689,4.8752,425.0478,87.1848,337.8629,-6.8000,37.3401,32.9253,37.3401,CP,32.9253,1,481.0000,0.3000,481.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1686,2025-12-10,07:00,20.5430,12.3001,4.9576,432.2350,87.1857,345.0493,-7.4000,35.0994,30.6100,35.0994,CP,30.6100,1,493.0000,3.3000,493.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1687,2025-12-10,08:00,20.5425,12.1295,5.0393,439.3547,87.1856,352.1692,-7.7000,32.9000,28.3366,32.9000,CP,28.3366,1,499.0000,3.3000,499.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1688,2025-12-10,09:00,20.5383,12.0074,5.0960,444.2889,87.1843,357.1046,-7.0000,31.4712,26.8566,31.4712,CP,26.8566,1,485.0000,0.3000,485.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1689,2025-12-10,10:00,20.5306,11.9511,5.1194,446.3189,87.1818,359.1370,-5.8000,30.9531,26.3173,30.9531,CP,26.3173,1,461.0000,0.3000,461.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1690,2025-12-10,11:00,20.5199,11.9603,5.1100,445.4834,87.1785,358.3049,-4.5000,31.3142,26.6871,31.3142,CP,26.6871,1,435.0000,0.3000,435.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1691,2025-12-10,12:00,20.5075,12.0421,5.0650,441.5388,87.1746,354.3641,-2.9000,32.6563,28.0702,32.6563,CP,28.0702,1,403.0000,0.3000,403.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1692,2025-12-10,13:00,20.4949,12.1970,4.9847,434.5202,87.1706,347.3495,-1.2000,34.9413,30.4281,34.9413,CP,30.4281,1,369.0000,0.3000,369.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1693,2025-12-10,14:00,20.4836,12.4335,4.8659,424.1450,87.1671,336.9779,0.8000,38.2625,33.8571,38.2625,CP,33.8571,1,329.0000,0.3000,329.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1694,2025-12-10,15:00,20.4753,12.7579,4.7062,410.2127,87.1644,323.0483,3.0000,42.6357,38.3750,42.6357,CP,38.3750,1,285.0000,0.3000,285.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1695,2025-12-10,16:00,20.4717,13.1428,4.5197,393.9500,87.1633,306.7867,4.6000,47.5576,43.4658,47.5576,CP,43.4658,1,253.0000,0.3000,253.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1696,2025-12-10,17:00,20.4722,20.4722,0.0000,0.0000,0.0000,0.0000,4.2000,41.1580,41.1580,41.1580,CP,41.1580,0,261.0000,0.3000,261.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
1697,2025-12-10,18:00,20.4801,13.1157,4.5366,395.4377,87.1660,308.2718,3.1000,46.9845,42.8772,46.9845,CP,42.8772,1,283.0000,0.3000,283.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1698,2025-12-10,19:00,20.4915,20.4915,0.0000,0.0000,0.0000,0.0000,1.7000,43.3598,43.3598,43.3598,CP,43.3598,0,311.0000,0.3000,311.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
1699,2025-12-10,20:00,20.5071,12.9903,4.6094,401.8250,87.1745,314.6506,0.1000,44.8633,40.6897,44.8633,CP,40.6897,1,343.0000,3.3000,343.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1700,2025-12-10,21:00,20.5221,13.0835,4.5718,398.5626,87.1792,311.3835,-1.3000,45.7049,41.5652,45.7049,CP,41.5652,1,371.0000,3.3000,371.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1701,2025-12-10,22:00,20.5350,13.1143,4.5630,397.8144,87.1832,310.6312,-2.4000,45.8582,41.7263,45.8582,CP,41.7263,1,393.0000,0.3000,393.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1702,2025-12-10,23:00,20.5469,13.1045,4.5733,398.7284,87.1869,311.5414,-3.1000,45.5552,41.4137,45.5552,CP,41.4137,1,407.0000,0.3000,407.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1703,2025-12-11,00:00,20.5582,13.0692,4.5955,400.6805,87.1905,313.4900,-3.6000,44.9718,40.8101,44.9718,CP,40.8101,1,417.0000,0.3000,417.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1704,2025-12-11,01:00,20.5687,13.0128,4.6274,403.4824,87.1937,316.2887,-4.1000,44.1369,39.9461,44.1369,CP,39.9461,1,427.0000,0.3000,427.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1705,2025-12-11,02:00,20.5779,12.9416,4.6659,406.8516,87.1966,319.6550,-4.5000,43.1407,38.9149,43.1407,CP,38.9149,1,435.0000,0.3000,435.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1706,2025-12-11,03:00,20.5855,12.8534,4.7118,410.8616,87.1989,323.6626,-5.0000,41.9351,37.6676,41.9351,CP,37.6676,1,445.0000,0.3000,445.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1707,2025-12-11,04:00,20.5911,12.7407,4.7685,415.8204,87.2007,328.6198,-5.7000,40.4129,36.0940,40.4129,CP,36.0940,1,459.0000,0.3000,459.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1708,2025-12-11,05:00,20.5944,12.5999,4.8377,421.8515,87.2017,334.6498,-6.5000,38.5425,34.1609,38.5425,CP,34.1609,1,475.0000,0.3000,475.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1709,2025-12-11,06:00,20.5951,12.4376,4.9159,428.6746,87.2019,341.4727,-7.2000,36.4220,31.9696,36.4220,CP,31.9696,1,489.0000,0.3000,489.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1710,2025-12-11,07:00,20.5926,12.2585,5.0007,436.0650,87.2011,348.8639,-7.7000,34.1063,29.5770,34.1063,CP,29.5770,1,499.0000,3.3000,499.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1711,2025-12-11,08:00,20.5866,12.0831,5.0821,443.1541,87.1993,355.9548,-7.9000,31.9006,27.2977,31.9006,CP,27.2977,1,503.0000,3.3000,503.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1712,2025-12-11,09:00,20.5769,11.9446,5.1441,448.5441,87.1963,361.3478,-7.5000,30.2704,25.6116,30.2704,CP,25.6116,1,495.0000,0.3000,495.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1713,2025-12-11,10:00,20.5636,11.8542,5.1813,451.7662,87.1921,364.5740,-6.7000,29.3127,24.6204,29.3127,CP,24.6204,1,479.0000,0.3000,479.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1714,2025-12-11,11:00,20.5474,11.8168,5.1917,452.6478,87.1871,365.4607,-5.7000,29.0851,24.3836,29.0851,CP,24.3836,1,459.0000,0.3000,459.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1715,2025-12-11,12:00,20.5291,11.8408,5.1717,450.8722,87.1814,363.6908,-4.4000,29.7045,25.0215,29.7045,CP,25.0215,1,433.0000,0.3000,433.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1716,2025-12-11,13:00,20.5100,11.9355,5.1173,446.1067,87.1754,358.9313,-2.8000,31.2763,26.6427,31.2763,CP,26.6427,1,401.0000,0.3000,401.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1717,2025-12-11,14:00,20.4915,12.1099,5.0250,438.0251,87.1696,350.8556,-0.9000,33.8941,29.3445,33.8941,CP,29.3445,1,363.0000,0.3000,363.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1718,2025-12-11,15:00,20.4751,12.3736,4.8907,426.2909,87.1644,339.1265,1.3000,37.6405,33.2128,37.6405,CP,33.2128,1,319.0000,0.3000,319.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1719,2025-12-11,16:00,20.4624,12.7288,4.7142,410.8875,87.1604,323.7271,3.6000,42.4570,38.1893,42.4570,CP,38.1893,1,273.0000,0.3000,273.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1720,2025-12-11,17:00,20.4553,13.1215,4.5222,394.1494,87.1581,306.9913,4.7000,47.4539,43.3600,47.4539,CP,43.3600,1,251.0000,0.3000,251.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1721,2025-12-11,18:00,20.4543,20.4543,0.0000,0.0000,0.0000,0.0000,4.2000,41.0548,41.0548,41.0548,CP,41.0548,0,261.0000,0.3000,261.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000
1722,2025-12-11,19:00,20.4584,13.0876,4.5400,395.7004,87.1591,308.5413,3.0000,46.8207,42.7107,46.8207,CP,42.7107,1,285.0000,0.3000,285.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1723,2025-12-11,20:00,20.4704,13.3061,4.4407,387.0610,87.1629,299.8981,1.4000,49.1465,45.1263,49.1465,CP,45.1263,1,317.0000,3.3000,317.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1724,2025-12-11,21:00,20.4817,12.9210,4.6309,403.6582,87.1665,316.4917,-0.1000,44.2130,40.0203,44.2130,CP,40.0203,1,347.0000,3.3000,347.0000,3.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1725,2025-12-11,22:00,20.4957,13.0226,4.5887,399.9980,87.1709,312.8271,-1.3000,45.2110,41.0564,45.2110,CP,41.0564,1,371.0000,0.3000,371.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1726,2025-12-11,23:00,20.5073,13.0659,4.5733,398.6710,87.1745,311.4964,-2.2000,45.5343,41.3935,45.5343,CP,41.3935,1,389.0000,0.3000,389.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
1727,2025-12-12,00:00,20.5174,13.0716,4.5753,398.8618,87.1777,311.6841,-2.8000,45.4461,41.3033,45.4461,CP,41.3033,1,401.0000,0.3000,401.0000,0.3000,0.0000,10.0000,23.0000,1013.6210,14.5239
